node,label,description
https://data.cooperationdatabank.org/id/rewardagent/peer,Peer,Other participants of the same role  
https://data.cooperationdatabank.org/id/rewardincentive/monetary,Monetary,An amount of money often converted from game points
https://data.cooperationdatabank.org/id/typeofinstitution/reward,Reward,Reward is the imposition of positive payoffs on a specific participant after a trial in the game
https://data.cooperationdatabank.org/id/partnerperception/prosocial/trustworthy,Prosocial/Trustworthy,Partner is perceived to be prosocial/trustworthy
https://data.cooperationdatabank.org/vocab/prop/synchrony,Synchrony,"Participants engage in a synchronous activity prior to making decisions in the game. TRUE = Participants engage in a synchronous activity prior to making decisions in the game, FALSE = Participants did not engage in a synchronous activity prior to making decisions in the game."
https://data.cooperationdatabank.org/id/symmetrytarget/access_to_the_resource,Access to the resource,Maximum amount of resource that participants can harvest from the common pool
https://data.cooperationdatabank.org/id/experimentalsetting/online,Online,"The experiment was conducted online on a web platform (e.g., MTurk)"
https://data.cooperationdatabank.org/id/individualdifference/reflective_thinking_style,Reflective thinking style,"Reliance on and enjoyment of thinking in an analytical, logical manner [and] a high level of ability to think logically and analytically (Pacini & Epstein, 1999, p. 974). "
https://data.cooperationdatabank.org/vocab/prop/entitativity,Entitativity,"Correlation between cooperation and self-reported perception that the group is an entity (e.g., similarity and interdependence)(Gaertner & Schopler, 1998)."
https://data.cooperationdatabank.org/vocab/prop/entitativityLevel,Entitativity level,"The relative level of entitativity (i.e., the perception that the group is an entity) between participants."
https://data.cooperationdatabank.org/id/entitativitylevel/low,Low,Participants were classified as having low levels of entitativity
https://data.cooperationdatabank.org/id/entitativitylevel/high,High,Participants were classified as having high levels of entitativity
https://data.cooperationdatabank.org/id/intergroupcomp/intergroup_prisoner's_dilemma,Intergroup Prisoner's Dilemma,"âThe individualsâ payoff for defecting or withholding contribution is higher than his or her payoff for contribution, regardless of what all others (ingroup and outgroup) players do. Withholding contribution, in other words, is the dominant individual strategy. The payoff for i when all in-group members contribute is higher than iâs payoff when none contributes, regardless of the number of out-group contributors. Thus, the dominant group strategy is for all group members to contribute. Player iâs payoff when all players in both groups contribute is lower than his or her payoff when none contributes. This means that the collectively (i.e., Pareto) optimal outcome, the one that maximizes the collective payoff to all players in both groups, is for all of them to withhold contributionâ (Goren & Bornstein, 2000, p. 701)."
https://data.cooperationdatabank.org/id/levelofanalysis/5,Session,"Data were analyzed at the session level, so that cooperation displayed in each experimental session is used as observation in the analysis"
https://data.cooperationdatabank.org/vocab/prop/stateTrust,State trust,Correlation between cooperation and the extent to which participants report to trust the partner(s) in the game (expectations about others' behavior and a generalized propensity to trust are coded separately).
https://data.cooperationdatabank.org/id/uncertaintytarget/group_size,Group size,Overall number of people affected by the outcome of the game
https://data.cooperationdatabank.org/vocab/prop/perceivedCriticality,Perceived criticality,"Correlation between cooperation and subjective estimates that one's contribution is critical to providing the public good (referred to as ""self-efficacy"" in some studies)."
https://data.cooperationdatabank.org/id/mpcrlevel/medium,Medium,Medium relative level of the ratio of benefits to costs for a member to contribute one monetary unit to the group account
https://data.cooperationdatabank.org/id/statisticaltest/w-x,W-X,Wald Chi-square statistic
https://data.cooperationdatabank.org/id/individualdifference/achievement,Achievement,"Recurrent concern with a standard of excellence and the disposition to derive satisfaction from the mastery of challenging tasks (SchÃ¶nbrodt & Gerstenberg, 2012, p. 726)"
https://data.cooperationdatabank.org/id/individualdifference/avoidance,Avoidance,"Sensitivity to the presence or absence of negative outcomes [and] vigilant avoidance of losses or failures (Lockwood, Jordan, & Kunda, 2002, p. 854)"
https://data.cooperationdatabank.org/vocab/prop/genderOfPartner,Gender of the partner,Partner's gender as reported in the paper. Positive correlations effect size always mean that participants cooperated more with men than with women.
https://data.cooperationdatabank.org/id/genderofpartner/m,M,Male
https://data.cooperationdatabank.org/id/genderofpartner/f,F,Female
https://data.cooperationdatabank.org/vocab/prop/genderRole,Gender role,"Gender role refers to the culturally and socially constructed meanings that describe how women and men should behave in certain situations according to feminine and masculine roles learned throughout life (Alabas et al., 2012)."
https://data.cooperationdatabank.org/id/genderrole/career_oriented,career oriented,"high scoring individuals give a greater importance to the career as compared to more traditional activities (e.g., the care of the family)"
